-0.0027722307688034,10
-0.00276453846111113,1
-0.00267992307649567,7
-0.00263376923034186,4
-0.00256453846111115,9
-0.00252607692264961,2
-0.00221838461495727,8
-0.00221069230726501,3
-0.00207992307649574,5
-0.00207992307649574,6
-0.00201838461495729,18
-0.00201838461495729,21
-0.00201838461495729,22
-0.0019183846149573,13
-0.00187992307649576,2
-0.00180299999957267,15
-0.00177992307649577,3
-0.00177992307649577,17
-0.00174915384572649,5
-0.00171838461495721,9
-0.00169530769188031,12
-0.00168761538418805,8
-0.00167992307649567,6
-0.00167223076880341,4
-0.0016491538457265,19
-0.0016491538457265,20
-0.0016029999995727,1
-0.0016029999995727,11
-0.00148761538418807,16
-0.00144146153803415,10
-0.00134915384572654,7
-0.00134915384572654,14
-0.00130299999957262,6
-0.00125684615341881,33
-0.00124915384572655,27
-0.00124146153803417,35
-0.00117992307649573,22
-0.00117992307649573,30
-0.00109530769188038,8
-0.00107992307649574,3
-0.0010645384611111,2
-0.0010645384611111,32
-0.0010645384611111,34
-0.00104146153803419,9
-0.0009953076918803869,18
-0.000972230768803373,13
-0.000926076922649566,36
-0.000910692307264926,10
-0.000910692307264926,12
-0.000895307691880287,17
-0.00086453846111112,4
-0.000856846153418855,7
-0.000833769230341841,16
-0.000818384614957313,20
-0.000810692307264937,5
-0.000787615384188034,31
-0.000749153845726491,21
-0.000741461538034227,1
-0.000741461538034227,19
-0.0007183846149572131,25
-0.000702999999572684,14
-0.000702999999572684,28
-0.000687615384188045,11
-0.000672230768803406,15
-0.000672230768803406,29
-0.000641461538034238,23
-0.000641461538034238,24
-0.000641461538034238,26
-0.0006106923072649589,38
-0.000602999999572695,15
-0.000587615384188056,4
-0.000579923076495681,8
-0.000572230768803417,3
-0.000572230768803417,9
-0.000572230768803417,16
-0.000572230768803417,37
-0.000556846153418777,10
-0.0005491538457265131,35
-0.000533769230341874,31
-0.000518384614957235,5
-0.000502999999572595,7
-0.000495307691880331,23
-0.000495307691880331,25
-0.000479923076495692,26
-0.000472230768803428,11
-0.000472230768803428,18
-0.000418384614957246,1
-0.000418384614957246,27
-0.000387615384188078,29
-0.000349153845726535,6
-0.000349153845726535,13
-0.00027223076880345,32
-0.000241461538034171,36
-0.000156846153418821,39
-0.000118384614957279,14
-0.000118384614957279,34
-0.000110692307264904,20
-0.000110692307264904,22
-0.000102999999572639,21
-7.992307649573589e-05,30
-7.22307688034718e-05,33
-4.91538457264573e-05,2
-2.9999995726504e-06,12
1.23846158119889e-05,24
2.00769235042531e-05,17
2.00769235042531e-05,28
4.31538465811565e-05,19
0.000127769231196617,16
0.000127769231196617,33
0.000135461538888881,13
0.000158538461965785,39
0.00016623076965816,22
0.000197000000427328,19
0.000197000000427328,20
0.000197000000427328,28
0.00023546153888887,8
0.000243153846581246,32
0.000258538461965774,11
0.000281615385042788,3
0.000297000000427317,25
0.000304692308119692,27
0.000312384615811956,30
0.00032007692350422,36
0.000327769231196595,6
0.000343153846581234,1
0.000358538461965763,12
0.000389307692735041,9
0.000404692308119681,23
0.00042007692350432,24
0.00042007692350432,29
0.000427769231196584,7
0.000458538461965863,4
0.000458538461965863,31
0.000473923077350391,14
0.000527769231196573,44
0.000535461538888837,18
0.000535461538888837,42
0.000543153846581212,38
0.000543153846581212,40
0.000604692308119659,34
0.000650846154273466,26
0.000666230769658105,17
0.000681615385042744,35
0.000697000000427384,21
0.000704692308119648,15
0.000704692308119648,37
0.000704692308119648,41
0.000720076923504287,5
0.000750846154273455,43
0.000781615385042733,2
0.000781615385042733,10
0.000812384615812012,20
0.000820076923504276,18
0.000873923077350458,8
0.000981615385042711,4
0.0009970000004273501,17
0.00101238461581199,1
0.0010816153850427,2
0.0011046923081196,21
0.00114315384658115,16
0.00115084615427352,14
0.00115853846196579,12
0.00116623076965816,22
0.00117392307735043,11
0.00118161538504269,19
0.0012046923081197,7
0.00122776923119661,5
0.00124315384658125,13
0.00127392307735041,23
0.00131238461581196,3
0.00133546153888886,6
0.0013508461542735,15
0.00138930769273504,10
0.00139700000042731,9
0.00155084615427348,14
0.00158930769273502,5
0.00160469230811966,9
0.00163546153888894,13
0.00165853846196584,6
0.00167392307735048,11
0.00169700000042738,2
0.00171238461581191,7
0.00175084615427346,8
0.00175853846196583,12
0.00182776923119654,1
0.00186623076965808,3
0.00186623076965808,10
0.00222007692350423,4
0.00227392307735041,3
0.00233546153888886,2
0.00238161538504278,5
0.00238930769273504,1
0.00239700000042731,7
0.00247392307735039,4
0.00272776923119655,6
0.0030816153850427,1
0.00342776923119659,3
0.00352007692350431,2
0.00395853846196581,2
0.00438161538504278,1
